account,duration,credit_history,amount,savings,employment,guarantors,residence,age,credits_number,job,maintenance_people,telephone,foreign,real_estate,life_insurance,car,housing_rent,sex,purpose,target
0,0.09,4,0.1537,0,2,1,2,0.33,2,2,2,0,1,1,0,0,0,1,television,1
-1,0.24,2,0.08775,1,4,0,4,0.58,1,1,1,1,1,1,0,0,0,0,others,1
1,0.24,0,0.21205,1,2,1,4,0.36,3,1,1,1,1,1,0,0,0,1,business,0
-1,0.24,4,0.05995,1,4,1,4,0.6,2,1,1,0,1,0,0,1,0,1,car_new,0
1,0.48,1,0.60845,0,0,0,4,0.36,1,3,1,1,1,0,0,0,0,1,car_new,1
1,0.6,1,0.7391,2,4,1,4,0.6,2,3,1,1,1,0,0,0,0,0,others,0
0,0.12,2,0.09815,1,3,1,2,0.31,2,3,2,1,1,0,0,1,1,1,television,1
1,0.39,4,0.24665,1,3,0,2,0.25,2,2,1,0,1,1,0,0,0,1,television,0
0,0.18,2,0.09715,1,1,1,4,0.23,1,2,1,0,1,1,0,0,0,0,repairs,0
1,0.12,2,0.0961,1,2,1,2,0.37,1,1,1,0,1,0,1,0,0,1,furniture,0
-1,0.15,2,0.06375,0,2,1,2,0.24,1,2,1,0,1,0,0,1,1,0,domestic_appliances,0
0,0.18,2,0.02165,1,0,0,4,0.22,1,2,1,0,1,1,0,0,1,0,television,0
1,0.06,1,0.04655,2,1,1,1,0.32,1,1,1,0,1,0,1,0,0,0,car_new,0
-1,0.28,2,0.2003,1,2,1,2,0.45,1,1,1,0,1,0,0,1,0,1,car_new,0
-1,0.18,2,0.37555,0,4,1,4,0.51,1,2,2,1,1,0,1,0,0,1,car_used,0
0,0.12,4,0.0632,0,4,1,4,0.57,1,1,1,0,1,0,0,0,1,1,business,1
1,0.12,2,0.03125,1,1,0,1,0.26,1,1,1,0,1,1,0,0,0,1,television,1
-1,0.24,2,0.0641,2,2,1,2,0.32,1,1,1,0,1,0,0,1,0,0,television,0
-1,0.36,4,0.48145,1,3,1,4,0.24,2,2,1,1,1,0,0,1,0,1,car_used,0
-1,0.3,2,0.5999,1,1,1,1,0.34,1,1,1,1,1,0,0,0,0,1,repairs,0
0,0.24,3,0.4324,1,1,1,2,0.27,2,2,1,1,1,0,0,1,0,1,business,0
-1,0.12,2,0.18255,4,2,1,3,0.31,1,2,2,0,1,0,1,0,0,1,car_new,1
0,0.15,2,0.15145,1,3,1,2,0.33,1,2,1,0,1,0,0,1,0,1,car_used,1
0,0.06,2,0.23055,1,1,1,4,0.32,1,2,1,0,1,0,1,0,0,0,furniture,0
-1,0.24,1,0.0773,1,3,0,4,0.24,1,1,1,0,1,0,0,1,1,1,television,0
-1,0.48,2,0.2154,1,1,1,4,0.24,1,2,1,0,1,0,1,0,1,0,business,0
0,0.36,4,0.35635,1,1,1,4,0.23,2,2,1,1,1,0,1,0,1,0,furniture,0
0,0.36,2,0.16745,1,2,1,2,0.28,1,3,1,1,1,0,0,1,0,0,furniture,0
0,0.15,2,0.0631,3,3,1,3,0.36,2,2,1,1,1,0,1,0,0,1,domestic_appliances,1
0,0.15,4,0.07355,1,2,1,4,0.35,2,2,1,1,1,0,0,0,0,1,television,1
-1,0.24,1,0.16745,3,1,1,4,0.3,1,2,2,1,1,0,0,0,0,1,furniture,0
1,0.16,4,0.05875,1,0,1,3,0.68,3,0,1,1,1,0,0,1,0,1,car_new,1
-1,0.36,4,0.1174,1,2,1,2,0.46,2,2,1,1,1,0,1,0,0,1,furniture,1
0,0.12,2,0.0787,1,2,1,2,0.5,1,2,1,0,1,1,0,0,0,1,furniture,1
1,0.18,2,0.0962,0,1,1,3,0.27,1,2,1,0,1,1,0,0,1,0,furniture,0
0,0.24,2,0.16175,3,4,1,2,0.26,1,3,1,1,1,0,0,1,0,1,television,1
0,0.12,2,0.0942,1,4,1,4,0.39,1,3,1,1,1,0,0,1,0,1,car_new,1
-1,0.12,2,0.0686,1,3,1,3,0.36,1,2,1,0,1,0,0,1,0,1,car_new,0
1,0.24,4,0.2368,1,1,1,4,0.25,1,1,1,0,1,0,0,1,0,0,furniture,0
1,0.48,2,0.498,1,1,1,2,0.26,1,2,1,1,1,0,0,1,0,0,furniture,0
0,0.15,4,0.25225,0,4,1,4,0.59,1,2,1,1,1,0,0,1,0,0,car_new,1
-1,0.12,2,0.0637,1,1,1,1,0.37,1,1,1,0,1,1,0,0,0,0,car_new,0
-1,0.12,2,0.0337,2,3,1,1,0.2,1,2,1,0,1,0,1,0,0,1,television,0
2,0.06,2,0.1058,1,2,1,2,0.41,1,2,1,1,1,1,0,0,0,1,furniture,1
-1,0.12,2,0.03795,1,3,1,2,0.26,1,2,1,0,1,1,0,0,0,1,car_new,0
1,0.48,0,0.1922,2,3,1,4,0.34,1,1,2,0,1,0,0,0,0,1,business,0
1,0.09,2,0.0229,1,2,1,3,0.24,1,2,1,0,1,1,0,0,0,1,television,1
0,0.48,2,0.2422,1,0,1,2,0.33,1,3,1,1,1,0,0,1,1,1,business,0
1,0.24,3,0.09825,0,2,1,4,0.42,2,2,1,1,1,0,0,1,1,0,car_new,1
0,0.18,1,0.3229,1,4,1,4,0.39,2,3,2,1,1,0,0,0,0,1,car_new,0
-1,0.12,0,0.0541,1,2,1,4,0.48,2,2,1,0,1,0,0,1,0,1,car_new,0
